cluster,win_rate_1d,loss_rate_1d,win_rate_5d,loss_rate_5d,win_rate_20d,loss_rate_20d,win_rate_60d,loss_rate_60d,win_rate_120d,loss_rate_120d,win_rate_250d,loss_rate_250d,win_rate_360d,loss_rate_360d,win_rate_500d,loss_rate_500d
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,
1.0,0.21428571428571427,0.7857142857142857,0.0,0.35714285714285715,0.21428571428571427,0.7857142857142857,0.0,0.7857142857142857,0.6428571428571429,0.35714285714285715,0.6428571428571429,0.35714285714285715,0.375,0.625,,
3.0,0.4358974358974359,0.5641025641025641,0.0,0.23076923076923078,0.4358974358974359,0.5384615384615384,0.0,0.5641025641025641,0.7692307692307693,0.23076923076923078,0.7692307692307693,0.20512820512820512,0.6538461538461539,0.34615384615384615,,
4.0,0.1,0.9,0.0,0.35,0.1,0.9,0.0,0.9,0.65,0.35,0.65,0.35,0.2222222222222222,0.7777777777777778,,
5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,
