burst_id,min_lag,duration_seconds,cluster,predicted_prob_250d_gt20,target_gt20_250d
2021-04-19_2021-04-19 09:22:05-04:00,44.02634259259259,90.0,3.0,1.1818171949648663e-51,0
2021-04-19_2021-04-19 09:23:37-04:00,44.02527777777778,5.0,3.0,1.3563887741830937e-51,0
2021-04-19_2021-04-19 09:23:44-04:00,44.02519675925926,1.0,3.0,1.352357165898114e-51,0
2021-04-19_2021-04-19 09:23:50-04:00,44.02512731481482,0.0,5.0,4.1163815040972814e-52,0
2021-04-19_2021-04-19 09:23:55-04:00,44.02506944444445,0.0,3.0,1.351395324954527e-51,0
2021-04-19_2021-04-19 09:24:22-04:00,44.02475694444445,2.0,3.0,1.3641968142885633e-51,0
2021-04-19_2021-04-19 09:24:29-04:00,44.024675925925926,0.0,5.0,4.149663981808281e-52,0
2021-04-19_2021-04-19 09:24:32-04:00,44.0246412037037,5.0,3.0,1.3674429737558415e-51,0
2021-04-19_2021-04-19 09:24:41-04:00,44.02453703703704,0.0,5.0,4.149918542712484e-52,0
2021-04-19_2021-04-19 09:29:35-04:00,44.021134259259256,19.0,3.0,1.029329643600387e-51,0
2021-04-19_2021-04-19 09:30:02-04:00,44.020821759259256,0.0,3.0,1.4888117011998197e-51,0
2021-04-19_2021-04-19 09:44:18-04:00,44.01091435185185,0.0,3.0,1.103290389615171e-53,0
2021-04-19_2021-04-19 10:24:28-04:00,43.983020833333335,331.0,4.0,6.0770764308726e-52,0
2021-04-20_2021-04-20 08:00:00-04:00,43.08334490740741,5438.0,1.0,5.455085791427664e-48,0
2021-04-20_2021-04-20 09:30:40-04:00,43.020381944444445,0.0,3.0,1.7251852902906957e-48,0
2021-04-20_2021-04-20 09:30:42-04:00,43.02035879629629,0.0,3.0,1.7249087070994452e-48,0
2021-04-20_2021-04-20 09:30:47-04:00,43.02030092592592,0.0,3.0,2.9311187416608053e-48,0
2021-04-20_2021-04-20 09:30:56-04:00,43.02019675925926,91.0,1.0,1.4100392462869004e-48,0
2021-04-20_2021-04-20 09:34:15-04:00,43.01789351851852,1.0,3.0,2.9340795743689836e-48,0
2021-04-20_2021-04-20 09:34:33-04:00,43.01768518518519,12.0,3.0,2.069550134308944e-48,0
2021-04-20_2021-04-20 09:34:47-04:00,43.01752314814815,9.0,3.0,2.078628779439334e-48,0
2021-04-20_2021-04-20 09:34:58-04:00,43.01739583333333,2.0,3.0,2.482300874225528e-48,0
2021-04-20_2021-04-20 09:35:25-04:00,43.01708333333333,2.0,3.0,2.935841765497066e-48,0
2021-04-20_2021-04-20 09:35:48-04:00,43.01681712962963,1.0,3.0,2.7067143726474843e-48,0
2021-04-20_2021-04-20 09:35:51-04:00,43.016782407407405,12.0,3.0,2.5054017312746912e-48,0
2021-04-20_2021-04-20 09:36:05-04:00,43.01662037037037,78.0,1.0,2.8145326060191404e-48,0
2021-04-20_2021-04-20 09:37:30-04:00,43.01563657407407,9.0,3.0,2.4785678796840646e-48,0
2021-04-20_2021-04-20 09:42:21-04:00,43.01226851851852,0.0,3.0,2.9312821039072883e-48,0
2021-04-20_2021-04-20 09:42:24-04:00,43.01223379629629,0.0,3.0,2.9312875874479476e-48,0
2021-04-20_2021-04-20 09:42:33-04:00,43.01212962962963,0.0,3.0,2.7042142026245136e-48,0
2021-04-20_2021-04-20 10:02:32-04:00,42.99825231481481,0.0,5.0,3.1854158045785935e-49,0
2021-04-21_2021-04-21 09:38:54-04:00,42.01466435185185,6.0,3.0,4.555485639481876e-48,0
2021-04-21_2021-04-21 09:39:07-04:00,42.01451388888889,2.0,3.0,5.577318133267764e-48,0
2021-04-21_2021-04-21 09:39:13-04:00,42.01444444444444,1.0,3.0,5.794119354068369e-48,0
2021-04-21_2021-04-21 09:39:17-04:00,42.01439814814815,1.0,3.0,5.79663093348904e-48,0
2021-04-21_2021-04-21 09:41:01-04:00,42.01319444444445,56.0,1.0,6.676828959240314e-48,0
2021-04-21_2021-04-21 09:42:08-04:00,42.01241898148148,12.0,3.0,4.7690383497294077e-48,0
2021-04-22_2021-04-22 08:00:00-04:00,41.08334490740741,2961.0,3.0,2.248730493429752e-46,0
2021-04-22_2021-04-22 08:49:37-04:00,41.04888888888889,4.0,2.0,6.14096264647446e-47,0
2021-04-22_2021-04-22 08:50:35-04:00,41.04821759259259,8.0,2.0,4.324101324620507e-47,0
2021-04-22_2021-04-22 08:52:15-04:00,41.04706018518519,0.0,5.0,2.2721843808673703e-47,0
2021-04-22_2021-04-22 08:53:18-04:00,41.04633101851852,4.0,2.0,6.142139786323116e-47,0
2021-04-22_2021-04-22 08:53:38-04:00,41.04609953703704,1.0,2.0,4.306149307418562e-47,0
2021-04-22_2021-04-22 08:54:05-04:00,41.04578703703704,840.0,3.0,7.545746255703055e-47,0
2021-04-22_2021-04-22 09:16:47-04:00,41.03002314814815,0.0,0.0,1.1646986340672559e-47,0
2021-04-22_2021-04-22 09:17:46-04:00,41.02934027777778,0.0,0.0,1.1647414845142096e-47,0
2021-04-22_2021-04-22 09:19:46-04:00,41.02795138888889,1.0,3.0,8.095905555995762e-47,0
2021-04-22_2021-04-22 09:19:58-04:00,41.0278125,0.0,0.0,1.1648373590200968e-47,0
2021-04-22_2021-04-22 09:20:11-04:00,41.02766203703704,0.0,3.0,8.09065386113686e-47,0
2021-04-22_2021-04-22 09:20:24-04:00,41.02751157407408,6.0,3.0,7.800896754223455e-47,0
2021-04-22_2021-04-22 09:20:33-04:00,41.02740740740741,6.0,0.0,7.826635783098748e-48,0
2021-04-22_2021-04-22 09:20:51-04:00,41.02719907407408,3.0,2.0,4.112834096262504e-47,0
2021-04-22_2021-04-22 09:21:00-04:00,41.02709490740741,547.0,3.0,5.286772614687507e-47,0
2021-04-22_2021-04-22 09:30:09-04:00,41.02074074074074,3.0,3.0,7.527023425476981e-47,0
2021-04-22_2021-04-22 09:30:14-04:00,41.02068287037037,1.0,3.0,8.10867902020732e-47,0
2021-04-22_2021-04-22 09:30:18-04:00,41.02063657407408,3.0,3.0,8.122981920498972e-47,0
2021-04-22_2021-04-22 09:30:23-04:00,41.020578703703706,3.0,3.0,8.123444765816142e-47,0
2021-04-22_2021-04-22 09:30:28-04:00,41.020520833333336,2.0,3.0,8.1106442553186e-47,0
2021-04-22_2021-04-22 09:30:32-04:00,41.02047453703704,9.0,3.0,8.190278645404921e-47,0
2021-04-22_2021-04-22 09:33:55-04:00,41.018125,2.0,3.0,8.114750090798912e-47,0
2021-04-22_2021-04-22 09:33:59-04:00,41.0180787037037,3.0,3.0,8.126727231167216e-47,0
2021-04-22_2021-04-22 09:34:04-04:00,41.01802083333333,1.0,3.0,8.105911817386508e-47,0
2021-04-22_2021-04-22 09:34:44-04:00,41.01755787037037,0.0,3.0,8.098548157135524e-47,0
2021-04-23_2021-04-23 08:00:00-04:00,40.08334490740741,134.0,2.0,1.3913030971906026e-44,0
2021-04-23_2021-04-23 08:03:33-04:00,40.08087962962963,21.0,2.0,4.025273641869949e-44,0
2021-04-23_2021-04-23 08:06:55-04:00,40.078541666666666,0.0,5.0,1.5972529863710685e-44,0
2021-04-23_2021-04-23 09:26:45-04:00,40.023101851851855,1.0,5.0,1.8083568607820559e-44,0
2021-04-23_2021-04-23 09:26:54-04:00,40.02299768518518,0.0,5.0,1.8070684441904104e-44,0
2021-04-23_2021-04-23 09:27:24-04:00,40.02265046296296,2.0,2.0,4.502155631453872e-44,0
2021-04-23_2021-04-23 09:27:48-04:00,40.02237268518518,0.0,2.0,4.49648584031274e-44,0
2021-04-23_2021-04-23 09:27:56-04:00,40.0222800925926,0.0,0.0,8.540734867824888e-45,0
2021-04-23_2021-04-23 09:30:05-04:00,40.02078703703704,0.0,3.0,7.870574128482799e-44,0
2021-04-23_2021-04-23 09:30:07-04:00,40.02076388888889,0.0,3.0,7.994617958599957e-44,0
2021-04-23_2021-04-23 09:30:09-04:00,40.02074074074074,2.0,3.0,7.905292812464663e-44,0
2021-04-23_2021-04-23 09:30:13-04:00,40.020694444444445,1.0,0.0,1.1328820657471607e-44,0
2021-04-23_2021-04-23 09:30:16-04:00,40.02065972222222,0.0,2.0,5.963313060942765e-44,0
2021-04-23_2021-04-23 09:30:19-04:00,40.020625,2.0,0.0,1.133456180718486e-44,0
2021-04-23_2021-04-23 09:30:36-04:00,40.02042824074074,2.0,3.0,7.941727585204238e-44,0
2021-04-23_2021-04-23 09:30:40-04:00,40.020381944444445,2.0,3.0,7.940036599263484e-44,0
2021-04-23_2021-04-23 09:30:46-04:00,40.0203125,1.0,3.0,7.928811077829951e-44,0
2021-04-23_2021-04-23 09:30:51-04:00,40.020254629629626,5.0,3.0,7.967513217689e-44,0
2021-04-23_2021-04-23 09:30:59-04:00,40.02016203703704,61.0,3.0,5.104738108944463e-44,0
2021-04-23_2021-04-23 09:32:02-04:00,40.01943287037037,2.0,3.0,7.871858242284275e-44,0
2021-04-23_2021-04-23 09:32:09-04:00,40.01935185185185,3.0,3.0,7.275695040497218e-44,0
2021-04-23_2021-04-23 09:32:14-04:00,40.01929398148148,68.0,3.0,4.3153187368582287e-44,0
2021-04-23_2021-04-23 09:33:24-04:00,40.01848379629629,278.0,1.0,4.36393227242774e-44,0
2021-04-26_2021-04-26 10:10:49-04:00,36.9925,403.0,4.0,1.811604651126174e-46,0
2021-04-26_2021-04-26 10:17:36-04:00,36.98778935185185,8.0,3.0,9.219778871005298e-46,0
2021-04-26_2021-04-26 10:17:50-04:00,36.987627314814816,46.0,3.0,6.776872924273296e-46,0
2021-04-26_2021-04-26 10:18:38-04:00,36.98707175925926,0.0,3.0,1.1648378775752924e-45,0
2021-04-26_2021-04-26 10:18:40-04:00,36.98704861111111,29.0,3.0,8.595566873536206e-46,0
2021-04-26_2021-04-26 10:19:27-04:00,36.98650462962963,13.0,3.0,9.648849436083481e-46,0
2021-04-26_2021-04-26 10:19:42-04:00,36.98633101851852,12.0,3.0,8.966986334191852e-46,0
2021-04-26_2021-04-26 10:19:56-04:00,36.98616898148149,0.0,3.0,1.1230770042760738e-45,0
2021-04-26_2021-04-26 10:19:58-04:00,36.98614583333333,0.0,3.0,1.0927763607679185e-45,0
2021-04-26_2021-04-26 10:20:01-04:00,36.98611111111112,64.0,3.0,8.468445582294382e-46,0
2021-04-26_2021-04-26 10:22:05-04:00,36.98467592592593,345.0,1.0,1.0055917819322814e-45,0
2021-04-26_2021-04-26 10:27:52-04:00,36.98065972222222,1.0,3.0,1.1201952573107559e-45,0
2021-04-26_2021-04-26 10:27:55-04:00,36.980625,0.0,3.0,1.1278086155681846e-45,0
2021-04-26_2021-04-26 10:28:39-04:00,36.98011574074074,1.0,3.0,1.1202884254052636e-45,0
2021-04-26_2021-04-26 10:28:43-04:00,36.980069444444446,1.0,0.0,1.6122374041453146e-46,0
2021-04-26_2021-04-26 10:28:49-04:00,36.98,0.0,3.0,1.1191895014208678e-45,0
2021-04-26_2021-04-26 10:28:55-04:00,36.97993055555556,10.0,3.0,8.252388725714211e-46,0
2021-04-26_2021-04-26 10:29:07-04:00,36.97979166666666,0.0,3.0,1.1278592515742711e-45,0
2021-04-26_2021-04-26 10:29:16-04:00,36.9796875,0.0,0.0,1.6901665746846343e-46,0
2021-04-26_2021-04-26 10:29:19-04:00,36.97965277777778,19.0,3.0,8.644851159644342e-46,0
2021-04-26_2021-04-26 10:29:40-04:00,36.97940972222222,18.0,3.0,8.16973015957627e-46,0
2021-04-27_2021-04-27 08:00:00-04:00,36.08334490740741,3913.0,1.0,9.811380358886773e-56,0
2021-04-27_2021-04-27 09:05:15-04:00,36.03803240740741,12.0,3.0,2.2209254731355845e-55,0
2021-04-27_2021-04-27 09:05:29-04:00,36.03787037037037,4.0,3.0,2.2624157625569294e-55,0
2021-04-27_2021-04-27 09:05:35-04:00,36.03780092592593,206.0,1.0,3.1675289667115627e-55,0
2021-04-27_2021-04-27 09:09:03-04:00,36.03539351851852,1.0,0.0,3.7553256449737966e-56,0
2021-04-27_2021-04-27 09:09:08-04:00,36.03533564814815,0.0,0.0,3.7524385807674943e-56,0
2021-04-27_2021-04-27 09:09:10-04:00,36.0353125,1.0,3.0,2.608762134467036e-55,0
2021-04-27_2021-04-27 09:09:13-04:00,36.03527777777778,3.0,0.0,4.922101957290413e-56,0
2021-04-27_2021-04-27 09:09:21-04:00,36.03518518518519,12.0,3.0,2.629334117437993e-55,0
2021-04-27_2021-04-27 09:09:35-04:00,36.03502314814815,3.0,3.0,2.9223980692560587e-55,0
2021-04-27_2021-04-27 09:09:42-04:00,36.03494212962963,1.0,0.0,4.202613657945756e-56,0
2021-04-27_2021-04-27 09:09:47-04:00,36.03488425925926,1.0,3.0,2.918538708715324e-55,0
2021-04-27_2021-04-27 09:09:50-04:00,36.03484953703704,3.0,3.0,2.9233699725076273e-55,0
2021-04-27_2021-04-27 09:09:57-04:00,36.03476851851852,0.0,0.0,4.370707555949129e-56,0
2021-04-27_2021-04-27 09:09:59-04:00,36.03474537037037,0.0,5.0,1.0101891712432106e-55,0
2021-04-27_2021-04-27 09:10:01-04:00,36.03472222222222,0.0,3.0,3.0362520113662337e-55,0
2021-04-27_2021-04-27 09:10:03-04:00,36.03469907407408,1.0,2.0,2.3963580352884536e-55,0
2021-04-27_2021-04-27 09:10:06-04:00,36.03466435185185,0.0,3.0,3.3166025907875946e-55,0
2021-04-27_2021-04-27 09:10:08-04:00,36.03464120370371,0.0,3.0,3.316606727025332e-55,0
2021-04-27_2021-04-27 09:10:10-04:00,36.03461805555556,1.0,3.0,3.038287276542716e-55,0
2021-04-27_2021-04-27 09:10:17-04:00,36.03453703703704,4.0,3.0,3.045183255734724e-55,0
2021-04-27_2021-04-27 09:10:25-04:00,36.034444444444446,0.0,5.0,1.0102055492621042e-55,0
2021-04-27_2021-04-27 09:10:30-04:00,36.03438657407408,2.0,3.0,3.570684081559688e-55,0
2021-04-27_2021-04-27 09:10:34-04:00,36.03434027777778,0.0,3.0,3.565182626706025e-55,0
2021-04-27_2021-04-27 09:10:36-04:00,36.03431712962963,0.0,0.0,5.132126347349293e-56,0
2021-04-27_2021-04-27 09:10:38-04:00,36.03429398148148,0.0,0.0,5.132409173340754e-56,0
2021-04-27_2021-04-27 09:10:44-04:00,36.03422453703703,5.0,3.0,3.5776477138023954e-55,0
2021-04-27_2021-04-27 09:10:51-04:00,36.03414351851852,0.0,3.0,3.564644395218217e-55,0
2021-04-27_2021-04-27 09:10:53-04:00,36.03412037037037,6.0,3.0,3.580045888189329e-55,0
2021-04-27_2021-04-27 09:11:01-04:00,36.03402777777778,2.0,0.0,5.139031434818177e-56,0
2021-04-27_2021-04-27 09:11:06-04:00,36.03396990740741,0.0,3.0,3.56525376736483e-55,0
2021-04-27_2021-04-27 09:11:11-04:00,36.03391203703704,1.0,0.0,5.136756333671584e-56,0
2021-04-27_2021-04-27 09:11:14-04:00,36.033877314814816,3.0,3.0,3.573732970689834e-55,0
2021-04-27_2021-04-27 09:11:21-04:00,36.033796296296295,2.0,3.0,3.5698361462599146e-55,0
2021-04-27_2021-04-27 09:11:25-04:00,36.03375,4.0,3.0,3.574977498383651e-55,0
2021-04-27_2021-04-27 09:11:32-04:00,36.03366898148148,1.0,3.0,3.5676814532086826e-55,0
2021-04-27_2021-04-27 09:11:37-04:00,36.03361111111112,2.0,0.0,5.1402541016984345e-56,0
2021-04-27_2021-04-27 09:12:01-04:00,36.03333333333333,0.0,0.0,5.132674812681277e-56,0
2021-04-27_2021-04-27 09:12:04-04:00,36.03329861111112,1.0,0.0,5.13609613907728e-56,0
2021-04-27_2021-04-27 09:12:07-04:00,36.03326388888889,1.0,2.0,2.704628861725994e-55,0
2021-04-27_2021-04-27 09:12:10-04:00,36.033229166666665,2.0,3.0,3.569560687363463e-55,0
2021-04-27_2021-04-27 09:12:16-04:00,36.03315972222222,2.0,0.0,5.139548589559771e-56,0
2021-04-27_2021-04-27 09:12:22-04:00,36.03309027777778,1.0,2.0,2.704071528553895e-55,0
2021-04-27_2021-04-27 09:12:30-04:00,36.03299768518519,2.0,3.0,3.570758950766106e-55,0
2021-04-27_2021-04-27 09:12:34-04:00,36.03295138888889,0.0,3.0,3.564873349712462e-55,0
2021-04-27_2021-04-27 09:12:36-04:00,36.03292824074074,0.0,5.0,1.085990407671842e-55,0
2021-04-27_2021-04-27 09:12:38-04:00,36.03290509259259,3.0,0.0,5.144697731423042e-56,0
2021-04-27_2021-04-27 09:12:50-04:00,36.0327662037037,1.0,2.0,2.7042643900931717e-55,0
2021-04-27_2021-04-27 09:12:54-04:00,36.032719907407404,3.0,3.0,3.350359650889659e-55,0
2021-04-27_2021-04-27 09:13:00-04:00,36.03265046296296,6.0,3.0,2.6169735425580816e-55,0
2021-04-27_2021-04-27 09:13:08-04:00,36.03255787037037,75.0,3.0,2.143258850422497e-55,0
2021-04-27_2021-04-27 09:14:25-04:00,36.031666666666666,6.0,3.0,2.2117748607623834e-55,0
2021-04-27_2021-04-27 09:14:33-04:00,36.03157407407407,949.0,1.0,9.158530971828264e-56,0
2021-04-27_2021-04-27 09:30:24-04:00,36.02056712962963,0.0,3.0,3.0415156764452453e-55,0
2021-04-27_2021-04-27 09:30:29-04:00,36.020509259259256,0.0,5.0,8.846012496432398e-56,0
2021-04-27_2021-04-27 09:30:35-04:00,36.020439814814814,0.0,3.0,2.923275870745492e-55,0
2021-04-27_2021-04-27 09:30:39-04:00,36.02039351851852,0.0,3.0,3.092275256252451e-55,0
2021-04-27_2021-04-27 09:30:41-04:00,36.02037037037037,0.0,3.0,3.0932785803486342e-55,0
2021-04-27_2021-04-27 09:30:43-04:00,36.02034722222222,0.0,3.0,3.0964495545077276e-55,0
2021-04-27_2021-04-27 09:36:10-04:00,36.0165625,79.0,1.0,2.3838903810953005e-55,0
2021-04-27_2021-04-27 09:37:41-04:00,36.01550925925926,274.0,4.0,3.065373029599831e-56,0
2021-04-27_2021-04-27 10:27:56-04:00,35.980613425925924,0.0,3.0,8.256101522179536e-56,0
2021-04-28_2021-04-28 08:00:00-04:00,35.08334490740741,5411.0,1.0,9.379240101545038e-51,0
2021-04-28_2021-04-28 09:30:13-04:00,35.020694444444445,0.0,3.0,2.5209299798440673e-51,0
2021-04-28_2021-04-28 09:30:15-04:00,35.0206712962963,0.0,3.0,2.517269777572449e-51,0
2021-04-28_2021-04-28 09:30:29-04:00,35.020509259259256,7.0,3.0,3.3084945271918286e-51,0
2021-04-28_2021-04-28 09:30:40-04:00,35.020381944444445,1.0,3.0,2.5204751358622407e-51,0
2021-04-28_2021-04-28 09:30:56-04:00,35.02019675925926,0.0,3.0,3.284693710284655e-51,0
2021-04-28_2021-04-28 09:30:58-04:00,35.02017361111111,35.0,3.0,2.214724645164328e-51,0
2021-04-28_2021-04-28 09:33:07-04:00,35.018680555555555,0.0,3.0,3.2807184858931846e-51,0
2021-04-28_2021-04-28 09:33:09-04:00,35.01865740740741,2.0,3.0,2.9159723247999365e-51,0
2021-04-28_2021-04-28 09:33:34-04:00,35.018368055555555,0.0,3.0,3.2816573573337396e-51,0
2021-04-28_2021-04-28 09:33:36-04:00,35.01834490740741,16.0,3.0,2.484200114957985e-51,0
2021-04-28_2021-04-28 09:34:10-04:00,35.01795138888889,1.0,3.0,3.2858585847038987e-51,0
2021-04-28_2021-04-28 09:34:13-04:00,35.017916666666665,4.0,3.0,2.997896478390424e-51,0
2021-04-28_2021-04-28 09:34:19-04:00,35.01784722222222,14.0,3.0,2.4355382256770127e-51,0
2021-04-28_2021-04-28 09:34:35-04:00,35.017662037037034,0.0,3.0,3.3066329087452093e-51,0
2021-04-28_2021-04-28 09:34:37-04:00,35.01763888888889,7.0,3.0,2.979448619559865e-51,0
2021-04-28_2021-04-28 09:34:46-04:00,35.01753472222222,189.0,1.0,1.3559864032540372e-51,0
2021-04-28_2021-04-28 09:37:57-04:00,35.01532407407407,2.0,3.0,3.312339227016701e-51,0
2021-04-28_2021-04-28 09:38:01-04:00,35.015277777777776,1.0,3.0,3.373374565495999e-51,0
2021-04-28_2021-04-28 09:38:04-04:00,35.01524305555556,0.0,3.0,3.281679612719649e-51,0
2021-04-28_2021-04-28 09:38:19-04:00,35.01506944444444,8.0,3.0,2.7275175469534117e-51,0
2021-04-28_2021-04-28 09:38:34-04:00,35.014895833333334,24.0,3.0,2.0590172681225074e-51,0
2021-04-28_2021-04-28 09:39:10-04:00,35.01447916666667,2.0,3.0,3.333122617516727e-51,0
2021-04-29_2021-04-29 08:00:00-04:00,34.08334490740741,0.0,5.0,5.335672273912246e-54,0
2021-04-29_2021-04-29 08:00:02-04:00,34.083321759259256,0.0,3.0,2.7942901099851624e-53,0
2021-04-29_2021-04-29 08:44:46-04:00,34.052256944444444,0.0,5.0,5.745096234012391e-54,0
2021-04-29_2021-04-29 08:45:28-04:00,34.051770833333336,1275.0,5.0,4.4139385431774516e-54,0
2021-04-29_2021-04-29 09:06:51-04:00,34.0369212962963,0.0,0.0,3.642725184766448e-54,0
2021-04-29_2021-04-29 09:06:55-04:00,34.036875,50.0,3.0,2.1627244267763594e-53,0
2021-04-29_2021-04-29 09:07:48-04:00,34.036261574074075,0.0,5.0,6.697609863044505e-54,0
2021-04-29_2021-04-29 09:07:55-04:00,34.03618055555555,0.0,2.0,1.6665016427564142e-53,0
2021-04-29_2021-04-29 09:08:09-04:00,34.03601851851852,1250.0,3.0,1.2366682415774093e-53,0
2021-04-29_2021-04-29 09:30:06-04:00,34.020775462962966,0.0,3.0,2.8043261418990025e-53,0
2021-04-29_2021-04-29 09:30:08-04:00,34.020752314814814,1.0,2.0,2.128336506457975e-53,0
2021-04-29_2021-04-29 09:30:12-04:00,34.02070601851852,0.0,3.0,2.808417744432337e-53,0
2021-04-29_2021-04-29 09:30:14-04:00,34.02068287037037,0.0,0.0,4.0312295766656076e-54,0
2021-04-29_2021-04-29 09:30:16-04:00,34.02065972222222,56.0,1.0,2.6049102749026632e-53,0
2021-04-29_2021-04-29 09:31:19-04:00,34.019930555555554,0.0,3.0,2.4630628036768225e-53,0
2021-04-29_2021-04-29 09:31:28-04:00,34.01982638888889,0.0,3.0,2.8008466909101195e-53,0
2021-04-29_2021-04-29 09:31:30-04:00,34.01980324074074,1.0,3.0,2.425979399737424e-53,0
2021-04-29_2021-04-29 09:31:34-04:00,34.019756944444445,0.0,3.0,2.799952186495893e-53,0
2021-04-29_2021-04-29 09:31:37-04:00,34.01972222222222,1.0,3.0,2.805140488016865e-53,0
2021-04-29_2021-04-29 09:33:06-04:00,34.01869212962963,21.0,3.0,1.4666107119268078e-53,0
2021-04-29_2021-04-29 09:33:30-04:00,34.01841435185185,3.0,3.0,1.7766710596487894e-53,0
2021-04-29_2021-04-29 09:33:35-04:00,34.01835648148148,7.0,3.0,1.7835172642349146e-53,0
2021-04-29_2021-04-29 09:33:44-04:00,34.018252314814816,20.0,3.0,1.3309102242496482e-53,0
2021-04-29_2021-04-29 09:34:19-04:00,34.01784722222222,142.0,1.0,1.6116543079720715e-53,0
2021-04-29_2021-04-29 09:37:09-04:00,34.01587962962963,0.0,3.0,2.800537141652212e-53,0
2021-04-29_2021-04-29 09:37:11-04:00,34.01585648148148,0.0,3.0,2.801144050912596e-53,0
2021-04-30_2021-04-30 09:48:55-04:00,33.00770833333333,142.0,1.0,6.69761748781353e-55,0
2021-04-30_2021-04-30 09:51:53-04:00,33.00564814814815,1.0,3.0,1.4007658915706728e-54,0
2021-04-30_2021-04-30 09:51:59-04:00,33.005578703703705,1.0,3.0,1.4008465803518073e-54,0
2021-04-30_2021-04-30 09:52:02-04:00,33.00554398148148,1.0,3.0,1.303092716672281e-54,0
2021-04-30_2021-04-30 09:52:05-04:00,33.005509259259256,6.0,3.0,1.407786662967875e-54,0
2021-04-30_2021-04-30 09:52:13-04:00,33.00541666666667,30.0,3.0,5.979902907865094e-55,0
2021-04-30_2021-04-30 09:55:12-04:00,33.00334490740741,2.0,3.0,1.41599023512745e-54,0
2021-04-30_2021-04-30 09:55:34-04:00,33.00309027777778,13.0,3.0,1.2650365871577637e-54,0
2021-04-30_2021-04-30 09:55:49-04:00,33.002916666666664,1.0,3.0,1.3288124618661723e-54,0
2021-04-30_2021-04-30 09:55:52-04:00,33.00288194444445,5.0,3.0,1.384190576191844e-54,0
2021-05-03_2021-05-03 08:00:00-04:00,30.083344907407408,3.0,3.0,8.475745974373463e-53,0
2021-05-03_2021-05-03 08:00:09-04:00,30.08324074074074,45.0,3.0,1.1304721460960504e-52,0
2021-05-03_2021-05-03 08:01:51-04:00,30.082060185185185,19.0,2.0,9.045154739965315e-53,0
2021-05-03_2021-05-03 08:03:19-04:00,30.081041666666668,0.0,5.0,3.2449803113422727e-53,0
2021-05-03_2021-05-03 08:03:48-04:00,30.08070601851852,0.0,2.0,8.074282194261294e-53,0
2021-05-03_2021-05-03 08:04:30-04:00,30.080219907407407,43.0,0.0,1.574908425710165e-53,0
2021-05-03_2021-05-03 08:05:26-04:00,30.07957175925926,33.0,0.0,1.565206995925666e-53,0
2021-05-03_2021-05-03 08:07:09-04:00,30.07837962962963,0.0,2.0,9.293440171239e-53,0
2021-05-03_2021-05-03 08:07:31-04:00,30.078125,1260.0,3.0,1.1389717150740011e-52,0
2021-05-03_2021-05-03 08:29:43-04:00,30.062708333333333,45.0,0.0,1.3547326023393557e-53,0
2021-05-03_2021-05-03 08:30:43-04:00,30.062013888888888,0.0,2.0,8.213245157937161e-53,0
2021-05-03_2021-05-03 08:32:03-04:00,30.06108796296296,1884.0,1.0,2.2470562005422124e-52,0
2021-05-03_2021-05-03 09:03:29-04:00,30.03925925925926,13.0,0.0,1.6460969014349368e-53,0
2021-05-03_2021-05-03 09:03:46-04:00,30.0390625,6.0,0.0,1.2827463546639144e-53,0
2021-05-03_2021-05-03 09:03:56-04:00,30.03894675925926,3.0,3.0,1.0194381932566125e-52,0
2021-05-03_2021-05-03 09:04:05-04:00,30.03884259259259,0.0,5.0,3.8035672215128985e-53,0
2021-05-03_2021-05-03 09:04:15-04:00,30.03872685185185,0.0,0.0,1.6657004545906382e-53,0
2021-05-03_2021-05-03 09:04:21-04:00,30.03865740740741,0.0,2.0,8.769105486147374e-53,0
2021-05-03_2021-05-03 09:04:33-04:00,30.03851851851852,0.0,0.0,1.6656294371170622e-53,0
2021-05-03_2021-05-03 09:04:35-04:00,30.03849537037037,0.0,0.0,1.8048721510597252e-53,0
2021-05-03_2021-05-03 09:04:41-04:00,30.038425925925925,0.0,5.0,3.81895218627595e-53,0
2021-05-03_2021-05-03 09:04:50-04:00,30.038321759259254,2.0,0.0,1.8072892705760325e-53,0
2021-05-03_2021-05-03 09:04:54-04:00,30.038275462962964,5.0,3.0,9.883555399988451e-53,0
2021-05-03_2021-05-03 09:05:04-04:00,30.038159722222225,0.0,0.0,1.8341202268083036e-53,0
2021-05-03_2021-05-03 09:05:21-04:00,30.03796296296296,3.0,2.0,7.48265079388167e-53,0
2021-05-03_2021-05-03 09:05:30-04:00,30.03785879629629,2.0,3.0,9.867282247220867e-53,0
2021-05-03_2021-05-03 09:05:37-04:00,30.037777777777777,0.0,3.0,9.8531592048448e-53,0
2021-05-03_2021-05-03 09:05:43-04:00,30.03770833333333,8.0,3.0,1.163235355348592e-52,0
2021-05-03_2021-05-03 09:05:54-04:00,30.03758101851852,9.0,3.0,9.990115965943763e-53,0
2021-05-03_2021-05-03 09:06:09-04:00,30.037407407407407,1.0,5.0,3.028058305526952e-53,0
2021-05-03_2021-05-03 09:06:14-04:00,30.03734953703704,2.0,2.0,7.5394241034007565e-53,0
2021-05-03_2021-05-03 09:06:19-04:00,30.03729166666667,0.0,5.0,3.698683295018918e-53,0
2021-05-03_2021-05-03 09:06:30-04:00,30.037164351851853,2.0,2.0,7.539093256302659e-53,0
