burst_id,min_lag,duration_seconds,cluster,predicted_prob_250d_gt20,target_gt20_250d
2021-03-22_2021-03-22 09:38:38-04:00,72.01484953703704,41.0,3.0,1.8155386491390905e-63,0
2021-03-22_2021-03-22 09:39:37-04:00,72.01416666666667,2.0,3.0,4.0094818904370325e-62,0
2021-03-22_2021-03-22 09:39:51-04:00,72.01400462962962,2.0,3.0,3.9769176555970385e-62,0
2021-03-22_2021-03-22 09:39:58-04:00,72.01392361111111,11.0,3.0,4.095771776414918e-62,0
2021-03-22_2021-03-22 09:40:11-04:00,72.01377314814815,1.0,3.0,4.700270680448813e-62,0
2021-03-22_2021-03-22 09:41:20-04:00,72.01297453703704,0.0,3.0,4.2320286093752465e-62,0
2021-03-22_2021-03-22 09:41:27-04:00,72.01289351851852,135.0,1.0,7.960141238660931e-63,0
2021-03-22_2021-03-22 09:44:19-04:00,72.01090277777777,280.0,1.0,2.2727924999442853e-62,0
2021-03-22_2021-03-22 09:49:03-04:00,72.00761574074075,31.0,3.0,2.720948250287094e-62,0
2021-03-23_2021-03-23 08:00:01-04:00,71.08333333333333,6183.0,4.0,4.290788969516213e-60,0
2021-03-23_2021-03-23 10:08:18-04:00,70.99424768518519,0.0,3.0,9.138299305626468e-61,0
2021-03-24_2021-03-24 08:00:00-04:00,70.08334490740741,3203.0,1.0,4.927379950056195e-48,0
2021-03-24_2021-03-24 08:53:46-04:00,70.04600694444444,2923.0,4.0,2.7486821935293636e-48,0
2021-03-24_2021-03-24 10:04:49-04:00,69.99666666666667,1.0,3.0,4.587883785006254e-46,0
