start,end,max,count,date,burst_id,cluster,close,close_fwd_1d,return_1d,close_fwd_5d,return_5d,close_fwd_20d,return_20d,close_fwd_60d,return_60d,close_fwd_120d,return_120d,close_fwd_250d,return_250d,close_fwd_360d,return_360d,close_fwd_500d,return_500d,duration_seconds
2024-05-14 09:16:35-04:00,2024-05-14 09:19:23-04:00,72.0,2179,2024-05-14,2024-05-14_2024-05-14 09:16:35-04:00,1.0,51.0,35.8,-29.80392156862745,21.65,-57.549019607843135,26.0,-49.01960784313726,21.9896,-56.88313725490196,22.2701,-56.33313725490196,28.66,-43.803921568627445,22.869,-55.15882352941177,,,168.0
2024-05-14 09:20:49-04:00,2024-05-14 09:21:23-04:00,69.86,371,2024-05-14,2024-05-14_2024-05-14 09:20:49-04:00,3.0,51.0,35.8,-29.80392156862745,21.65,-57.549019607843135,26.0,-49.01960784313726,21.9896,-56.88313725490196,22.2701,-56.33313725490196,28.66,-43.803921568627445,22.869,-55.15882352941177,,,34.0
2024-05-15 08:01:54-04:00,2024-05-15 08:02:00-04:00,56.575,297,2024-05-15,2024-05-15_2024-05-15 08:01:54-04:00,3.0,35.8,28.55,-20.251396648044683,21.1,-41.06145251396647,28.36,-20.782122905027933,21.92,-38.77094972067038,22.8045,-36.30027932960893,28.6,-20.11173184357541,22.4999,-37.15111731843575,,,6.0
2024-05-15 08:25:30-04:00,2024-05-15 08:25:30-04:00,60.6,8,2024-05-15,2024-05-15_2024-05-15 08:25:30-04:00,,35.8,28.55,-20.251396648044683,21.1,-41.06145251396647,28.36,-20.782122905027933,21.92,-38.77094972067038,22.8045,-36.30027932960893,28.6,-20.11173184357541,22.4999,-37.15111731843575,,,0.0
2024-05-15 09:00:07-04:00,2024-05-15 09:00:15-04:00,63.95,923,2024-05-15,2024-05-15_2024-05-15 09:00:07-04:00,1.0,35.8,28.55,-20.251396648044683,21.1,-41.06145251396647,28.36,-20.782122905027933,21.92,-38.77094972067038,22.8045,-36.30027932960893,28.6,-20.11173184357541,22.4999,-37.15111731843575,,,8.0
2024-05-15 09:00:18-04:00,2024-05-15 09:00:25-04:00,64.2,918,2024-05-15,2024-05-15_2024-05-15 09:00:18-04:00,1.0,35.8,28.55,-20.251396648044683,21.1,-41.06145251396647,28.36,-20.782122905027933,21.92,-38.77094972067038,22.8045,-36.30027932960893,28.6,-20.11173184357541,22.4999,-37.15111731843575,,,7.0
2024-05-15 09:00:27-04:00,2024-05-15 09:01:06-04:00,64.48,4215,2024-05-15,2024-05-15_2024-05-15 09:00:27-04:00,4.0,35.8,28.55,-20.251396648044683,21.1,-41.06145251396647,28.36,-20.782122905027933,21.92,-38.77094972067038,22.8045,-36.30027932960893,28.6,-20.11173184357541,22.4999,-37.15111731843575,,,39.0
2024-05-15 09:01:08-04:00,2024-05-15 09:01:15-04:00,64.23,1026,2024-05-15,2024-05-15_2024-05-15 09:01:08-04:00,1.0,35.8,28.55,-20.251396648044683,21.1,-41.06145251396647,28.36,-20.782122905027933,21.92,-38.77094972067038,22.8045,-36.30027932960893,28.6,-20.11173184357541,22.4999,-37.15111731843575,,,7.0
2024-05-15 09:01:17-04:00,2024-05-15 09:03:06-04:00,64.47,11852,2024-05-15,2024-05-15_2024-05-15 09:01:17-04:00,4.0,35.8,28.55,-20.251396648044683,21.1,-41.06145251396647,28.36,-20.782122905027933,21.92,-38.77094972067038,22.8045,-36.30027932960893,28.6,-20.11173184357541,22.4999,-37.15111731843575,,,109.0
2024-05-15 09:03:08-04:00,2024-05-15 09:07:00-04:00,64.74,29764,2024-05-15,2024-05-15_2024-05-15 09:03:08-04:00,4.0,35.8,28.55,-20.251396648044683,21.1,-41.06145251396647,28.36,-20.782122905027933,21.92,-38.77094972067038,22.8045,-36.30027932960893,28.6,-20.11173184357541,22.4999,-37.15111731843575,,,232.0
2024-05-16 08:02:27-04:00,2024-05-16 08:02:28-04:00,39.55,7,2024-05-16,2024-05-16_2024-05-16 08:02:27-04:00,3.0,28.55,21.3,-25.39404553415061,18.24,-36.11208406304729,28.45,-0.350262697022774,22.26,-22.031523642732044,23.01,-19.404553415061287,27.86,-2.4168126094570974,23.57,-17.443082311733804,,,1.0
2024-05-17 08:00:50-04:00,2024-05-17 08:00:50-04:00,26.54,153,2024-05-17,2024-05-17_2024-05-17 08:00:50-04:00,,21.3,22.62,6.197183098591541,21.45,0.7042253521126751,24.99,17.323943661971832,22.02,3.380281690140841,23.45,10.093896713615024,27.9,30.985915492957727,23.4,9.859154929577452,,,0.0
2024-05-17 08:03:26-04:00,2024-05-17 08:07:51-04:00,33.0,18249,2024-05-17,2024-05-17_2024-05-17 08:03:26-04:00,4.0,21.3,22.62,6.197183098591541,21.45,0.7042253521126751,24.99,17.323943661971832,22.02,3.380281690140841,23.45,10.093896713615024,27.9,30.985915492957727,23.4,9.859154929577452,,,265.0
2024-05-17 08:15:02-04:00,2024-05-17 08:15:02-04:00,29.37,44,2024-05-17,2024-05-17_2024-05-17 08:15:02-04:00,,21.3,22.62,6.197183098591541,21.45,0.7042253521126751,24.99,17.323943661971832,22.02,3.380281690140841,23.45,10.093896713615024,27.9,30.985915492957727,23.4,9.859154929577452,,,0.0
2024-05-17 08:17:46-04:00,2024-05-17 08:17:46-04:00,29.8,268,2024-05-17,2024-05-17_2024-05-17 08:17:46-04:00,,21.3,22.62,6.197183098591541,21.45,0.7042253521126751,24.99,17.323943661971832,22.02,3.380281690140841,23.45,10.093896713615024,27.9,30.985915492957727,23.4,9.859154929577452,,,0.0
2024-05-17 08:19:43-04:00,2024-05-17 08:19:45-04:00,29.78,20,2024-05-17,2024-05-17_2024-05-17 08:19:43-04:00,3.0,21.3,22.62,6.197183098591541,21.45,0.7042253521126751,24.99,17.323943661971832,22.02,3.380281690140841,23.45,10.093896713615024,27.9,30.985915492957727,23.4,9.859154929577452,,,2.0
2024-05-17 08:19:47-04:00,2024-05-17 08:19:55-04:00,29.79,94,2024-05-17,2024-05-17_2024-05-17 08:19:47-04:00,3.0,21.3,22.62,6.197183098591541,21.45,0.7042253521126751,24.99,17.323943661971832,22.02,3.380281690140841,23.45,10.093896713615024,27.9,30.985915492957727,23.4,9.859154929577452,,,8.0
2024-05-17 08:19:58-04:00,2024-05-17 08:20:05-04:00,29.84,60,2024-05-17,2024-05-17_2024-05-17 08:19:58-04:00,3.0,21.3,22.62,6.197183098591541,21.45,0.7042253521126751,24.99,17.323943661971832,22.02,3.380281690140841,23.45,10.093896713615024,27.9,30.985915492957727,23.4,9.859154929577452,,,7.0
