cluster_label,count,return_60d_median,return_60d_hit_gt20,return_120d_median,return_120d_hit_gt20,return_250d_median,return_250d_hit_gt20
C0,293,-1.2461059190031154,8.873720136518772,-0.5274151436031271,9.897610921501707,-23.456790123456795,0.3412969283276451
C1,141,0.6152125279641929,9.929078014184398,-1.8013856812933104,6.382978723404255,-41.21889498102066,3.546099290780142
C2,187,-1.2461059190031154,6.417112299465241,4.217233009708732,17.647058823529413,-37.44460856720827,1.06951871657754
C3,1167,-3.851381966470324,8.911739502999144,-0.4227642276422805,7.197943444730077,-25.55045871559633,9.254498714652955
C4,82,-13.036438771691504,12.195121951219512,-0.592059456955818,7.317073170731707,-32.313037874337724,3.6585365853658534
C5,145,-0.5305039787798504,5.517241379310345,4.426089433209901,8.275862068965518,-23.456790123456795,2.083333333333333
unknown,139,-18.29896907216494,0.0,14.027982326951394,0.0,11.966126656848308,33.81294964028777
