cluster,count,auc,median_return_120d
0.0,413,0.7665157320329734,-11.690742148663668
1.0,154,0.7131924198250729,-5.689826420091759
2.0,282,0.7317682926829268,-8.846432342255266
3.0,1363,0.8222858193687792,-8.322147651006716
4.0,100,0.624599358974359,-0.3932401572050326
5.0,205,0.808969696969697,-11.690742148663668
