horizon,price,return_pct
0d,21.3,21.3
1d,22.62,6.197183098591541
5d,21.45,0.7042253521126751
20d,24.99,17.323943661971832
60d,22.02,3.380281690140841
120d,23.45,10.093896713615024
250d,27.9,30.985915492957727
360d,23.4,9.859154929577452
500d,,
