burst_id,date,mean_x,mean_y,var_x,var_y,size,cluster
2021-06-04_2021-06-04T09:05:54-04:00,2021-06-04,0.29093680355555557,0.6666666666666666,0.09260302952750982,0.33333333333333337,3,0
2021-06-04_2021-06-04T09:06:14-04:00,2021-06-04,0.073442304,0.0,,,1,2
2021-06-04_2021-06-04T09:06:23-04:00,2021-06-04,0.986173184,0.0,,,1,5
2021-06-04_2021-06-04T09:06:53-04:00,2021-06-04,0.766432256,0.0,,,1,5
2021-06-04_2021-06-04T09:07:00-04:00,2021-06-04,0.279069696,0.49999999999999595,0.0018633818345963522,0.25,3,3
2021-06-04_2021-06-04T09:07:20-04:00,2021-06-04,0.5421507839999999,0.5,0.008876866645557261,0.5,2,0
2021-06-04_2021-06-04T09:07:40-04:00,2021-06-04,0.07959936,0.0,,,1,2
2021-06-04_2021-06-04T09:07:48-04:00,2021-06-04,0.5303975183185042,0.38476721235341704,0.07624613840309112,0.04782489109537338,99,3
2021-06-04_2021-06-04T09:11:00-04:00,2021-06-04,0.4565097764338118,0.44248726655348736,0.08073085998380004,0.05708001305292451,19,3
2021-06-04_2021-06-04T09:30:40-04:00,2021-06-04,0.5930984704,0.4954172185430374,0.06345540095417386,0.06906294441276865,10,3
2021-06-04_2021-06-04T09:30:43-04:00,2021-06-04,0.5457943466666667,0.3389659367396564,0.08802710490839558,0.14294500594952625,6,3
2021-06-04_2021-06-04T09:30:45-04:00,2021-06-04,0.5303777200987655,0.8574027893229856,0.08335943285807679,0.038596194696700725,54,3
2021-06-04_2021-06-04T09:31:12-04:00,2021-06-04,0.4274652935683478,0.5513818056388812,0.07735833476697523,0.0465089202342457,2140,1
2021-06-04_2021-06-04T09:35:01-04:00,2021-06-04,0.4744712458180577,0.3826001511715831,0.07927157154272502,0.07263963882985497,189,3
2021-06-04_2021-06-04T09:36:01-04:00,2021-06-04,0.5286567501575757,0.4654352373290416,0.09595545344049766,0.1073630351693529,55,3
2021-06-04_2021-06-04T09:36:13-04:00,2021-06-04,0.4377328355555556,0.34629629629629455,0.12000511720956632,0.14291859567901208,9,3
2021-06-04_2021-06-04T09:36:15-04:00,2021-06-04,0.6072899413333334,0.40078988941548616,0.11474967297887217,0.1284639153502523,6,3
2021-06-04_2021-06-04T09:36:17-04:00,2021-06-04,0.38726838153846155,0.5096710473732885,0.10419408926047752,0.061273733721799055,13,3
2021-06-04_2021-06-04T09:36:23-04:00,2021-06-04,0.6021529965714285,0.4465861344537733,0.08064618653293888,0.10233684374485418,7,3
2021-06-04_2021-06-04T09:36:26-04:00,2021-06-04,0.40969866971428576,0.4703213453213476,0.05810137543066379,0.13660485521827423,7,3
2021-06-04_2021-06-04T09:36:31-04:00,2021-06-04,0.4443833417142857,0.31357399333164543,0.021272875822194285,0.22250549683287635,7,3
2021-06-04_2021-06-04T09:36:33-04:00,2021-06-04,0.5449221973333334,0.42805333333334,0.19203488495680443,0.26552896853333047,3,0
2021-06-04_2021-06-04T09:37:32-04:00,2021-06-04,0.4381733638095238,0.5233983236151655,0.1223581825736405,0.10760389504744763,28,3
2021-06-04_2021-06-04T09:37:41-04:00,2021-06-04,0.55853056,0.6666666666666666,0.14696196578482587,0.33333333333333337,3,0
2021-06-04_2021-06-04T09:37:43-04:00,2021-06-04,0.4960199631238095,0.6729100529100421,0.08187555291986577,0.08704311868478086,21,3
