cluster_label,pair_count,unique_bursts,unique_tweets,mean_lag,median_lag,lag_p10,lag_p90,share_lag_lt7,share_lag_7_30,share_lag_30_90,share_lag_ge90,median_duration,pct_long_dur
C0,1,1,1,0.1286574074074074,0.1286574074074074,0.1286574074074074,0.1286574074074074,100.0,0.0,0.0,0.0,0.0,0.0
C1,38,4,38,0.19040935672514617,0.1851793981481481,0.0654942129629629,0.31529282407407405,100.0,0.0,0.0,0.0,289.0,100.0
C2,14,3,14,4.929126984126984,0.1412905092592592,0.03295949074074069,0.35171296296296306,92.85714285714286,0.0,7.142857142857142,0.0,0.0,7.142857142857142
C3,47,19,47,0.4326462765957446,0.1372106481481481,0.0089768518518518,0.7376134259259253,100.0,0.0,0.0,0.0,0.0,2.127659574468085
C4,15,6,15,0.16138580246913578,0.1017361111111111,0.005011574074074041,0.4452546296296296,100.0,0.0,0.0,0.0,649.0,100.0
C5,42,6,42,2.5376623126102293,0.17184027777777774,0.03783449074074066,4.240137731481479,90.47619047619048,7.142857142857142,2.380952380952381,0.0,0.0,0.0
unknown,25,2,25,0.17367222222222217,0.1800231481481481,0.06960648148148144,0.28002314814814816,100.0,0.0,0.0,0.0,0.0,0.0
