label,count,return_1d_median,return_1d_mean,return_1d_hit_gt20,return_1d_hit_gt50,return_1d_hit_lt-20,return_5d_median,return_5d_mean,return_5d_hit_gt20,return_5d_hit_gt50,return_5d_hit_lt-20,return_20d_median,return_20d_mean,return_20d_hit_gt20,return_20d_hit_gt50,return_20d_hit_lt-20,return_60d_median,return_60d_mean,return_60d_hit_gt20,return_60d_hit_gt50,return_60d_hit_lt-20,return_120d_median,return_120d_mean,return_120d_hit_gt20,return_120d_hit_gt50,return_120d_hit_lt-20,return_250d_median,return_250d_mean,return_250d_hit_gt20,return_250d_hit_gt50,return_250d_hit_lt-20,return_360d_median,return_360d_mean,return_360d_hit_gt20,return_360d_hit_gt50,return_360d_hit_lt-20,return_500d_median,return_500d_mean,return_500d_hit_gt20,return_500d_hit_gt50,return_500d_hit_lt-20
not_linked,2458,-0.2736726874657869,-1.432832850366153,2.3189585028478437,0.6102522375915379,4.231082180634662,-4.59363957597173,-3.855683241730512,8.665581773799836,3.376729048006509,9.886086248982913,-7.822102425876009,-1.3934616121008256,18.42961757526444,5.695687550854353,21.033360455655004,-9.574100918064476,-3.9550134415025666,13.83238405207486,6.509357200976404,25.508543531326282,-26.39363817097416,-21.314600003783422,6.997558991049633,3.173311635475997,66.2327095199349,-37.04600484261501,-32.91144640250687,0.9357200976403581,0.04068348250610252,80.87876322213181,-54.21782178217822,-48.6889890999007,3.7428803905614325,0.6102522375915379,94.34499593165175,-55.42971960909673,-48.819254688435834,1.4646053702196908,0.8950366151342555,86.73718470301057
tweet_linked,2154,-1.5555555555555656,-1.144072354681888,1.8105849582172702,0.0,6.081708449396472,-3.188628505570512,-4.002684318685393,6.685236768802229,0.3714020427112349,15.134633240482822,-8.87334315169367,-0.43361863471746026,18.895078922934076,8.170844939647168,25.998142989786444,-3.671875000000002,-3.8502438524225573,8.07799442896936,0.4178272980501393,16.248839368616526,1.8136501034098809,-1.3573426226279373,8.031569173630455,0.18570102135561745,20.42711234911792,-23.456790123456795,-23.757617356240434,7.849512308406874,0.0,64.70041802136554,-39.78571428571429,-40.555027106845756,0.0,0.0,94.64584495259342,-53.494730845912855,-56.14520130307906,0.0,0.0,100.0
