start,end,max,count,date
2021-05-03 09:08:07-04:00,2021-05-03 09:08:07-04:00,176.4,1,2021-05-03
2021-05-03 09:09:11-04:00,2021-05-03 09:09:15-04:00,176.4,5,2021-05-03
2021-05-03 09:09:21-04:00,2021-05-03 09:09:21-04:00,176.4,2,2021-05-03
2021-05-03 09:09:31-04:00,2021-05-03 09:30:43-04:00,177.75,1389,2021-05-03
2021-05-04 08:00:00-04:00,2021-05-04 08:50:31-04:00,163.0,378,2021-05-04
2021-05-04 08:50:50-04:00,2021-05-04 08:52:04-04:00,160.5,6,2021-05-04
2021-05-04 08:52:18-04:00,2021-05-04 08:52:18-04:00,160.0,2,2021-05-04
2021-05-04 08:52:46-04:00,2021-05-04 08:52:47-04:00,160.0,2,2021-05-04
2021-05-04 08:53:47-04:00,2021-05-04 08:53:50-04:00,159.99,3,2021-05-04
2021-05-04 08:53:58-04:00,2021-05-04 08:53:58-04:00,160.0,1,2021-05-04
2021-05-04 08:54:04-04:00,2021-05-04 08:54:11-04:00,160.0,3,2021-05-04
2021-05-04 08:54:24-04:00,2021-05-04 08:54:30-04:00,159.9,4,2021-05-04
2021-05-04 08:54:49-04:00,2021-05-04 08:55:00-04:00,159.9,4,2021-05-04
2021-05-04 08:55:46-04:00,2021-05-04 08:55:46-04:00,159.9782,1,2021-05-04
2021-05-04 08:55:55-04:00,2021-05-04 08:55:55-04:00,159.99,1,2021-05-04
2021-05-04 08:56:29-04:00,2021-05-04 08:57:15-04:00,160.3,4,2021-05-04
2021-05-04 08:57:35-04:00,2021-05-04 08:57:35-04:00,160.0,1,2021-05-04
2021-05-04 08:57:47-04:00,2021-05-04 08:57:53-04:00,160.0,2,2021-05-04
2021-05-04 08:57:59-04:00,2021-05-04 08:58:25-04:00,160.28,38,2021-05-04
2021-05-04 08:58:30-04:00,2021-05-04 08:58:30-04:00,160.0,1,2021-05-04
2021-05-04 08:58:34-04:00,2021-05-04 08:58:45-04:00,160.28,5,2021-05-04
2021-05-04 09:00:03-04:00,2021-05-04 09:00:03-04:00,160.0,2,2021-05-04
2021-05-04 09:00:11-04:00,2021-05-04 09:00:12-04:00,160.288,2,2021-05-04
2021-05-04 09:00:15-04:00,2021-05-04 09:00:15-04:00,160.0,1,2021-05-04
2021-05-04 09:00:19-04:00,2021-05-04 09:00:20-04:00,160.0,3,2021-05-04
2021-05-04 09:00:24-04:00,2021-05-04 09:00:25-04:00,160.0,3,2021-05-04
2021-05-04 09:00:27-04:00,2021-05-04 09:00:27-04:00,160.294,1,2021-05-04
2021-05-04 09:00:32-04:00,2021-05-04 09:00:35-04:00,160.3,4,2021-05-04
2021-05-04 09:00:38-04:00,2021-05-04 09:00:38-04:00,160.228,1,2021-05-04
2021-05-04 09:00:40-04:00,2021-05-04 09:00:41-04:00,160.0,2,2021-05-04
2021-05-04 09:00:43-04:00,2021-05-04 09:00:43-04:00,160.3,2,2021-05-04
2021-05-04 09:00:47-04:00,2021-05-04 09:00:47-04:00,160.0,4,2021-05-04
2021-05-04 09:01:51-04:00,2021-05-04 09:01:51-04:00,160.0,2,2021-05-04
2021-05-04 09:01:53-04:00,2021-05-04 09:01:53-04:00,160.0,1,2021-05-04
2021-05-04 09:01:55-04:00,2021-05-04 09:01:55-04:00,160.0,3,2021-05-04
2021-05-04 09:02:05-04:00,2021-05-04 09:02:05-04:00,159.9778,3,2021-05-04
2021-05-04 09:02:12-04:00,2021-05-04 09:02:18-04:00,160.0,8,2021-05-04
2021-05-04 09:02:28-04:00,2021-05-04 09:02:28-04:00,159.9867,1,2021-05-04
2021-05-04 09:02:35-04:00,2021-05-04 09:02:35-04:00,159.95,2,2021-05-04
2021-05-04 09:02:39-04:00,2021-05-04 09:02:39-04:00,160.0,3,2021-05-04
2021-05-04 09:02:43-04:00,2021-05-04 09:02:44-04:00,160.0,2,2021-05-04
2021-05-04 09:02:49-04:00,2021-05-04 09:02:57-04:00,160.0,10,2021-05-04
2021-05-04 09:03:01-04:00,2021-05-04 09:03:04-04:00,160.0,8,2021-05-04
2021-05-04 09:03:11-04:00,2021-05-04 09:03:11-04:00,160.0,1,2021-05-04
2021-05-04 09:03:27-04:00,2021-05-04 09:03:27-04:00,159.95,1,2021-05-04
2021-05-04 09:03:35-04:00,2021-05-04 09:03:35-04:00,159.95,2,2021-05-04
2021-05-04 09:03:48-04:00,2021-05-04 09:03:48-04:00,159.95,1,2021-05-04
2021-05-04 09:03:52-04:00,2021-05-04 09:03:52-04:00,160.0,2,2021-05-04
2021-05-04 09:03:57-04:00,2021-05-04 09:03:57-04:00,159.95,2,2021-05-04
2021-05-04 09:06:48-04:00,2021-05-04 09:06:49-04:00,160.0,4,2021-05-04
2021-05-04 09:06:52-04:00,2021-05-04 09:06:54-04:00,160.0,5,2021-05-04
2021-05-04 09:07:03-04:00,2021-05-04 09:07:03-04:00,160.0,1,2021-05-04
2021-05-04 09:07:08-04:00,2021-05-04 09:07:08-04:00,160.0,1,2021-05-04
2021-05-04 09:07:16-04:00,2021-05-04 09:07:16-04:00,160.0,4,2021-05-04
2021-05-04 09:07:21-04:00,2021-05-04 09:07:21-04:00,160.0,1,2021-05-04
2021-05-04 09:07:31-04:00,2021-05-04 09:07:31-04:00,160.0,4,2021-05-04
2021-05-04 09:07:41-04:00,2021-05-04 09:07:41-04:00,160.0,4,2021-05-04
2021-05-04 09:07:53-04:00,2021-05-04 09:07:53-04:00,160.0,3,2021-05-04
2021-05-04 09:08:03-04:00,2021-05-04 09:08:04-04:00,160.0,5,2021-05-04
2021-05-04 09:08:17-04:00,2021-05-04 09:08:17-04:00,159.99,5,2021-05-04
2021-05-04 09:08:27-04:00,2021-05-04 09:08:27-04:00,159.99,1,2021-05-04
2021-05-04 09:08:29-04:00,2021-05-04 09:08:29-04:00,159.99,1,2021-05-04
2021-05-04 09:08:43-04:00,2021-05-04 09:08:44-04:00,160.0,5,2021-05-04
2021-05-04 09:09:04-04:00,2021-05-04 09:09:04-04:00,159.99,1,2021-05-04
2021-05-04 09:09:07-04:00,2021-05-04 09:09:07-04:00,159.99,3,2021-05-04
2021-05-04 09:09:19-04:00,2021-05-04 09:09:19-04:00,159.99,1,2021-05-04
2021-05-04 09:09:21-04:00,2021-05-04 09:09:21-04:00,159.99,1,2021-05-04
2021-05-04 09:09:26-04:00,2021-05-04 09:09:26-04:00,159.99,1,2021-05-04
2021-05-04 09:09:28-04:00,2021-05-04 09:09:28-04:00,159.99,1,2021-05-04
2021-05-04 09:09:33-04:00,2021-05-04 09:09:33-04:00,159.99,1,2021-05-04
2021-05-04 09:09:57-04:00,2021-05-04 09:09:57-04:00,159.99,1,2021-05-04
2021-05-04 09:10:07-04:00,2021-05-04 09:10:07-04:00,159.99,1,2021-05-04
2021-05-04 09:10:21-04:00,2021-05-04 09:10:21-04:00,159.99,1,2021-05-04
2021-05-04 09:10:55-04:00,2021-05-04 09:10:55-04:00,159.9,1,2021-05-04
2021-05-04 09:11:03-04:00,2021-05-04 09:11:03-04:00,159.9,1,2021-05-04
2021-05-04 09:15:34-04:00,2021-05-04 09:15:34-04:00,159.89,2,2021-05-04
2021-05-04 09:16:50-04:00,2021-05-04 09:16:50-04:00,159.9,1,2021-05-04
2021-05-04 09:17:06-04:00,2021-05-04 09:17:06-04:00,160.0,2,2021-05-04
2021-05-04 09:17:09-04:00,2021-05-04 09:17:13-04:00,159.9,3,2021-05-04
2021-05-04 09:17:17-04:00,2021-05-04 09:17:17-04:00,159.9,1,2021-05-04
2021-05-04 09:17:47-04:00,2021-05-04 09:17:47-04:00,159.9,2,2021-05-04
2021-05-04 09:17:59-04:00,2021-05-04 09:17:59-04:00,159.89,1,2021-05-04
2021-05-04 09:18:20-04:00,2021-05-04 09:18:20-04:00,159.88,1,2021-05-04
2021-05-04 09:18:28-04:00,2021-05-04 09:18:28-04:00,159.88,1,2021-05-04
2021-05-04 09:18:45-04:00,2021-05-04 09:18:45-04:00,159.9,2,2021-05-04
2021-05-04 09:18:48-04:00,2021-05-04 09:18:48-04:00,159.9,3,2021-05-04
2021-05-04 09:18:56-04:00,2021-05-04 09:18:56-04:00,159.88,1,2021-05-04
2021-05-04 09:19:21-04:00,2021-05-04 09:19:23-04:00,159.88,4,2021-05-04
2021-05-04 09:19:35-04:00,2021-05-04 09:19:35-04:00,159.88,3,2021-05-04
2021-05-04 09:19:41-04:00,2021-05-04 09:19:41-04:00,159.88,1,2021-05-04
2021-05-04 09:19:45-04:00,2021-05-04 09:19:45-04:00,159.88,1,2021-05-04
2021-05-04 09:19:55-04:00,2021-05-04 09:19:55-04:00,159.88,1,2021-05-04
2021-05-04 09:19:59-04:00,2021-05-04 09:20:01-04:00,159.88,4,2021-05-04
2021-05-04 09:20:10-04:00,2021-05-04 09:20:10-04:00,159.88,1,2021-05-04
2021-05-04 09:20:13-04:00,2021-05-04 09:20:13-04:00,159.88,2,2021-05-04
2021-05-04 09:20:16-04:00,2021-05-04 09:20:16-04:00,159.88,3,2021-05-04
2021-05-04 09:20:25-04:00,2021-05-04 09:20:25-04:00,159.9,1,2021-05-04
2021-05-04 09:20:33-04:00,2021-05-04 09:20:33-04:00,159.9,1,2021-05-04
2021-05-04 09:20:43-04:00,2021-05-04 09:20:43-04:00,159.9,3,2021-05-04
2021-05-04 09:30:02-04:00,2021-05-04 09:30:02-04:00,162.2,48,2021-05-04
2021-05-04 09:30:51-04:00,2021-05-04 09:33:00-04:00,161.7,1420,2021-05-04
2021-05-04 09:33:41-04:00,2021-05-04 09:33:41-04:00,159.9,8,2021-05-04
2021-05-06 08:00:02-04:00,2021-05-06 08:00:02-04:00,162.21,95,2021-05-06
2021-05-10 08:00:00-04:00,2021-05-10 09:40:41-04:00,162.6,4995,2021-05-10
2021-05-10 09:40:45-04:00,2021-05-10 09:40:45-04:00,161.755,52,2021-05-10
2021-05-10 09:41:09-04:00,2021-05-10 09:41:09-04:00,161.755,5,2021-05-10
2021-05-10 09:41:23-04:00,2021-05-10 09:41:23-04:00,161.755,5,2021-05-10
2021-05-10 09:41:25-04:00,2021-05-10 09:41:25-04:00,161.755,11,2021-05-10
2021-05-10 09:41:58-04:00,2021-05-10 09:41:58-04:00,161.755,4,2021-05-10
2021-05-10 09:42:00-04:00,2021-05-10 09:42:00-04:00,161.755,6,2021-05-10
2021-05-10 09:42:35-04:00,2021-05-10 09:43:06-04:00,158.0,148,2021-05-10
2021-05-10 09:43:08-04:00,2021-05-10 09:43:20-04:00,161.755,68,2021-05-10
2021-05-10 09:47:51-04:00,2021-05-10 09:47:52-04:00,157.74,18,2021-05-10
2021-05-11 08:00:01-04:00,2021-05-11 08:00:03-04:00,146.48,268,2021-05-11
2021-05-11 08:02:40-04:00,2021-05-11 08:02:40-04:00,143.22,2,2021-05-11
2021-05-11 09:59:27-04:00,2021-05-11 10:00:47-04:00,146.0,872,2021-05-11
2021-05-11 10:02:15-04:00,2021-05-11 10:02:19-04:00,143.26,31,2021-05-11
2021-05-11 10:03:15-04:00,2021-05-11 10:03:21-04:00,143.49,27,2021-05-11
2021-05-11 10:03:23-04:00,2021-05-11 10:03:49-04:00,143.67,103,2021-05-11
2021-05-11 10:03:51-04:00,2021-05-11 10:03:56-04:00,143.23,26,2021-05-11
2021-05-11 10:04:00-04:00,2021-05-11 10:04:01-04:00,143.27,9,2021-05-11
2021-05-11 10:04:07-04:00,2021-05-11 10:04:08-04:00,143.24,12,2021-05-11
2021-05-11 10:04:10-04:00,2021-05-11 10:04:15-04:00,143.279,34,2021-05-11
2021-05-11 10:04:17-04:00,2021-05-11 10:04:17-04:00,143.1819,2,2021-05-11
2021-05-11 10:04:19-04:00,2021-05-11 10:05:52-04:00,143.77,411,2021-05-11
2021-05-11 10:05:56-04:00,2021-05-11 10:06:51-04:00,143.84,255,2021-05-11
2021-05-11 10:06:53-04:00,2021-05-11 10:06:53-04:00,143.28,2,2021-05-11
2021-05-11 10:06:55-04:00,2021-05-11 10:06:55-04:00,143.2509,4,2021-05-11
2021-05-14 08:00:01-04:00,2021-05-14 08:00:03-04:00,163.5,118,2021-05-14
2021-05-14 09:13:59-04:00,2021-05-14 09:13:59-04:00,163.5,1,2021-05-14
2021-05-14 09:14:13-04:00,2021-05-14 09:14:13-04:00,163.5,1,2021-05-14
2021-05-14 09:14:20-04:00,2021-05-14 09:14:20-04:00,163.5,2,2021-05-14
2021-05-14 09:14:46-04:00,2021-05-14 09:14:46-04:00,163.5,1,2021-05-14
2021-05-14 09:14:57-04:00,2021-05-14 09:14:57-04:00,163.5,1,2021-05-14
2021-05-14 09:15:03-04:00,2021-05-14 09:15:03-04:00,163.5,2,2021-05-14
2021-05-14 09:15:15-04:00,2021-05-14 09:15:17-04:00,163.5,3,2021-05-14
2021-05-14 09:15:43-04:00,2021-05-14 09:15:44-04:00,163.5,5,2021-05-14
2021-05-14 09:16:02-04:00,2021-05-14 09:16:02-04:00,163.5,1,2021-05-14
2021-05-14 09:16:32-04:00,2021-05-14 09:16:32-04:00,163.5,2,2021-05-14
2021-05-14 09:16:53-04:00,2021-05-14 09:16:53-04:00,163.5,2,2021-05-14
2021-05-14 09:17:03-04:00,2021-05-14 09:17:11-04:00,163.4,5,2021-05-14
2021-05-14 09:17:30-04:00,2021-05-14 09:17:37-04:00,164.0,3,2021-05-14
2021-05-14 09:17:42-04:00,2021-05-14 09:17:45-04:00,163.65,4,2021-05-14
2021-05-14 09:17:48-04:00,2021-05-14 09:17:56-04:00,164.0,5,2021-05-14
2021-05-14 09:18:00-04:00,2021-05-14 09:18:05-04:00,164.0,5,2021-05-14
2021-05-14 09:18:13-04:00,2021-05-14 09:18:36-04:00,163.7,7,2021-05-14
2021-05-14 09:18:44-04:00,2021-05-14 09:18:44-04:00,163.4,1,2021-05-14
2021-05-14 09:18:50-04:00,2021-05-14 09:18:50-04:00,163.5,1,2021-05-14
2021-05-14 09:19:03-04:00,2021-05-14 09:19:03-04:00,163.5,1,2021-05-14
2021-05-14 09:19:06-04:00,2021-05-14 09:19:06-04:00,163.5,2,2021-05-14
2021-05-14 09:19:16-04:00,2021-05-14 09:19:16-04:00,163.5,1,2021-05-14
2021-05-14 09:19:19-04:00,2021-05-14 09:19:41-04:00,163.5,5,2021-05-14
2021-05-14 09:19:48-04:00,2021-05-14 09:19:48-04:00,163.5,2,2021-05-14
2021-05-14 09:19:54-04:00,2021-05-14 09:19:58-04:00,163.5,2,2021-05-14
2021-05-14 09:20:05-04:00,2021-05-14 09:20:08-04:00,163.5,2,2021-05-14
2021-05-14 09:20:10-04:00,2021-05-14 09:20:10-04:00,163.5,3,2021-05-14
2021-05-14 09:20:23-04:00,2021-05-14 09:20:23-04:00,163.49,1,2021-05-14
2021-05-14 09:20:33-04:00,2021-05-14 09:20:33-04:00,163.49,1,2021-05-14
2021-05-14 09:20:44-04:00,2021-05-14 09:20:58-04:00,163.49,7,2021-05-14
2021-05-14 09:21:01-04:00,2021-05-14 09:21:02-04:00,163.49,5,2021-05-14
2021-05-14 09:21:14-04:00,2021-05-14 09:21:17-04:00,163.49,3,2021-05-14
2021-05-14 10:04:32-04:00,2021-05-14 10:05:23-04:00,165.0,452,2021-05-14
2021-05-14 10:05:25-04:00,2021-05-14 10:05:26-04:00,163.43,14,2021-05-14
2021-05-14 10:05:28-04:00,2021-05-14 10:05:32-04:00,163.43,41,2021-05-14
2021-05-14 10:05:47-04:00,2021-05-14 10:05:52-04:00,163.3899,21,2021-05-14
2021-05-14 10:06:01-04:00,2021-05-14 10:06:01-04:00,163.3999,3,2021-05-14
2021-05-14 10:06:03-04:00,2021-05-14 10:06:07-04:00,163.42,18,2021-05-14
2021-05-14 10:06:09-04:00,2021-05-14 10:06:10-04:00,163.42,5,2021-05-14
2021-05-14 10:06:12-04:00,2021-05-14 10:06:15-04:00,163.42,19,2021-05-14
2021-05-14 10:06:19-04:00,2021-05-14 10:06:19-04:00,163.4,7,2021-05-14
2021-05-14 10:11:44-04:00,2021-05-14 10:11:45-04:00,163.42,8,2021-05-14
2021-05-14 10:11:54-04:00,2021-05-14 10:11:55-04:00,163.49,7,2021-05-14
2021-05-14 10:11:57-04:00,2021-05-14 10:11:58-04:00,163.41,7,2021-05-14
2021-05-14 10:12:02-04:00,2021-05-14 10:12:02-04:00,163.39,5,2021-05-14
2021-05-14 10:14:24-04:00,2021-05-14 10:14:24-04:00,163.3862,2,2021-05-14
2021-05-14 10:25:15-04:00,2021-05-14 10:25:15-04:00,163.399,10,2021-05-14
2021-05-14 10:25:38-04:00,2021-05-14 10:25:38-04:00,163.36,6,2021-05-14
2021-05-14 10:25:40-04:00,2021-05-14 10:25:50-04:00,163.7899,41,2021-05-14
2021-05-14 10:25:52-04:00,2021-05-14 10:25:55-04:00,163.72,12,2021-05-14
2021-05-14 10:26:41-04:00,2021-05-14 10:26:41-04:00,163.395,5,2021-05-14
2021-05-14 10:28:21-04:00,2021-05-14 10:28:21-04:00,163.5,6,2021-05-14
2021-05-14 10:28:23-04:00,2021-05-14 10:28:27-04:00,163.67,12,2021-05-14
2021-05-14 10:28:29-04:00,2021-05-14 10:28:33-04:00,163.75,29,2021-05-14
2021-05-14 10:28:35-04:00,2021-05-14 10:29:59-04:00,164.7,331,2021-05-14
2021-05-17 10:05:15-04:00,2021-05-17 10:05:17-04:00,168.75,27,2021-05-17
2021-05-17 10:05:33-04:00,2021-05-17 10:05:38-04:00,168.74,49,2021-05-17
2021-05-17 10:05:51-04:00,2021-05-17 10:06:03-04:00,168.74,122,2021-05-17
2021-05-17 10:06:05-04:00,2021-05-17 10:09:06-04:00,170.9999,2275,2021-05-17
2021-05-17 10:10:07-04:00,2021-05-17 10:15:11-04:00,171.46,2477,2021-05-17
2021-05-18 08:00:00-04:00,2021-05-18 09:30:05-04:00,180.6,1381,2021-05-18
2021-05-18 09:30:08-04:00,2021-05-18 09:30:11-04:00,174.65,147,2021-05-18
2021-05-18 09:30:14-04:00,2021-05-18 09:30:18-04:00,174.62,73,2021-05-18
2021-05-18 09:30:21-04:00,2021-05-18 09:30:30-04:00,174.73,94,2021-05-18
2021-05-19 08:00:00-04:00,2021-05-19 08:00:03-04:00,179.0,184,2021-05-19
2021-05-19 08:31:10-04:00,2021-05-19 08:31:12-04:00,177.5,2,2021-05-19
2021-05-19 08:31:49-04:00,2021-05-19 08:31:53-04:00,177.5,3,2021-05-19
2021-05-19 08:35:11-04:00,2021-05-19 08:36:23-04:00,177.5,3,2021-05-19
2021-05-19 08:36:58-04:00,2021-05-19 08:36:58-04:00,177.5,1,2021-05-19
2021-05-19 08:38:03-04:00,2021-05-19 08:38:13-04:00,177.5,2,2021-05-19
2021-05-19 08:40:30-04:00,2021-05-19 08:40:50-04:00,177.4,4,2021-05-19
2021-05-19 08:41:21-04:00,2021-05-19 08:41:21-04:00,177.3999,1,2021-05-19
2021-05-19 08:42:52-04:00,2021-05-19 08:42:52-04:00,177.4,1,2021-05-19
2021-05-19 08:43:24-04:00,2021-05-19 08:43:30-04:00,177.4,2,2021-05-19
2021-05-19 08:44:11-04:00,2021-05-19 08:44:11-04:00,177.4,1,2021-05-19
2021-05-19 08:45:23-04:00,2021-05-19 08:45:29-04:00,177.39,2,2021-05-19
2021-05-19 08:49:22-04:00,2021-05-19 08:49:22-04:00,177.4,1,2021-05-19
2021-05-19 08:56:15-04:00,2021-05-19 08:56:15-04:00,177.4,1,2021-05-19
2021-05-19 09:31:57-04:00,2021-05-19 09:32:42-04:00,178.9799,631,2021-05-19
2021-05-19 09:32:55-04:00,2021-05-19 09:33:00-04:00,177.9499,55,2021-05-19
2021-05-19 09:33:02-04:00,2021-05-19 09:33:03-04:00,177.41,21,2021-05-19
2021-05-19 09:33:15-04:00,2021-05-19 09:33:22-04:00,177.98,85,2021-05-19
2021-05-19 09:33:25-04:00,2021-05-19 09:33:25-04:00,177.419,16,2021-05-19
2021-05-20 10:11:51-04:00,2021-05-20 10:12:15-04:00,174.0,101,2021-05-20
2021-05-20 10:12:20-04:00,2021-05-20 10:12:35-04:00,174.0,81,2021-05-20
2021-05-20 10:12:37-04:00,2021-05-20 10:12:38-04:00,173.72,6,2021-05-20
2021-05-20 10:13:27-04:00,2021-05-20 10:13:30-04:00,173.7,15,2021-05-20
2021-05-20 10:13:32-04:00,2021-05-20 10:13:38-04:00,173.7,23,2021-05-20
2021-05-20 10:19:03-04:00,2021-05-20 10:19:04-04:00,173.7,8,2021-05-20
2021-05-20 10:19:06-04:00,2021-05-20 10:19:06-04:00,173.6999,2,2021-05-20
2021-05-20 10:19:08-04:00,2021-05-20 10:19:09-04:00,173.69,8,2021-05-20
2021-05-20 10:19:13-04:00,2021-05-20 10:19:13-04:00,173.63,2,2021-05-20
2021-05-20 10:19:15-04:00,2021-05-20 10:19:15-04:00,173.7,6,2021-05-20
2021-05-20 10:19:28-04:00,2021-05-20 10:19:29-04:00,173.6299,2,2021-05-20
2021-05-20 10:19:51-04:00,2021-05-20 10:19:51-04:00,173.7,6,2021-05-20
2021-05-20 10:19:53-04:00,2021-05-20 10:19:57-04:00,173.7,15,2021-05-20
2021-05-20 10:20:00-04:00,2021-05-20 10:20:03-04:00,173.7,13,2021-05-20
2021-05-20 10:20:05-04:00,2021-05-20 10:20:09-04:00,173.7,12,2021-05-20
2021-05-20 10:20:11-04:00,2021-05-20 10:29:59-04:00,174.92,1862,2021-05-20
2021-05-21 09:55:26-04:00,2021-05-21 09:56:45-04:00,178.0,728,2021-05-21
2021-05-21 09:57:14-04:00,2021-05-21 09:57:21-04:00,176.99,49,2021-05-21
2021-05-21 09:57:23-04:00,2021-05-21 09:57:23-04:00,176.97,9,2021-05-21
2021-05-21 09:57:25-04:00,2021-05-21 09:59:52-04:00,177.8799,850,2021-05-21
2021-05-21 09:59:54-04:00,2021-05-21 10:00:09-04:00,177.349,71,2021-05-21
2021-05-21 10:00:28-04:00,2021-05-21 10:00:29-04:00,177.189,12,2021-05-21
2021-05-21 10:00:43-04:00,2021-05-21 10:00:44-04:00,177.04,7,2021-05-21
2021-05-21 10:03:58-04:00,2021-05-21 10:03:58-04:00,176.99,4,2021-05-21
2021-05-21 10:04:10-04:00,2021-05-21 10:04:10-04:00,176.9899,7,2021-05-21
2021-05-21 10:04:21-04:00,2021-05-21 10:04:22-04:00,177.18,11,2021-05-21
2021-05-21 10:04:24-04:00,2021-05-21 10:04:24-04:00,176.96,3,2021-05-21
2021-05-21 10:04:26-04:00,2021-05-21 10:04:28-04:00,177.12,15,2021-05-21
2021-05-21 10:04:30-04:00,2021-05-21 10:04:52-04:00,177.2,123,2021-05-21
2021-05-21 10:04:57-04:00,2021-05-21 10:05:29-04:00,177.36,109,2021-05-21
2021-05-21 10:05:32-04:00,2021-05-21 10:05:34-04:00,177.05,8,2021-05-21
2021-05-21 10:05:38-04:00,2021-05-21 10:05:38-04:00,176.9644,1,2021-05-21
2021-05-24 09:56:00-04:00,2021-05-24 09:56:02-04:00,183.31,59,2021-05-24
2021-05-24 10:00:07-04:00,2021-05-24 10:00:07-04:00,183.02,3,2021-05-24
2021-05-25 09:45:54-04:00,2021-05-25 09:46:20-04:00,191.9,624,2021-05-25
2021-05-25 09:46:24-04:00,2021-05-25 09:46:42-04:00,190.2199,308,2021-05-25
2021-05-25 09:46:56-04:00,2021-05-25 09:46:56-04:00,189.77,12,2021-05-25
2021-05-25 09:46:58-04:00,2021-05-25 09:47:00-04:00,189.92,38,2021-05-25
2021-05-25 10:24:32-04:00,2021-05-25 10:24:32-04:00,189.6899,8,2021-05-25
2021-05-25 10:24:34-04:00,2021-05-25 10:24:43-04:00,189.8,76,2021-05-25
2021-05-25 10:24:45-04:00,2021-05-25 10:29:59-04:00,192.43,2864,2021-05-25
2021-05-26 09:05:48-04:00,2021-05-26 09:05:57-04:00,236.99,101,2021-05-26
2021-05-26 09:06:18-04:00,2021-05-26 09:06:19-04:00,236.9,16,2021-05-26
2021-05-26 09:06:23-04:00,2021-05-26 09:06:48-04:00,237.8,193,2021-05-26
2021-05-26 09:06:50-04:00,2021-05-26 09:06:53-04:00,237.0,32,2021-05-26
2021-05-26 09:06:55-04:00,2021-05-26 09:07:02-04:00,237.0,44,2021-05-26
2021-05-26 09:07:05-04:00,2021-05-26 09:07:05-04:00,236.98,5,2021-05-26
2021-05-26 09:07:10-04:00,2021-05-26 09:07:10-04:00,236.98,2,2021-05-26
2021-05-26 09:07:12-04:00,2021-05-26 09:07:12-04:00,236.98,7,2021-05-26
2021-05-26 09:07:15-04:00,2021-05-26 09:07:28-04:00,237.5,63,2021-05-26
2021-05-26 09:32:44-04:00,2021-05-26 09:33:25-04:00,239.2399,3379,2021-05-26
2021-05-26 09:33:27-04:00,2021-05-26 09:35:13-04:00,243.68,7259,2021-05-26
2021-05-26 09:35:15-04:00,2021-05-26 09:35:17-04:00,236.97,219,2021-05-26
2021-05-26 09:35:32-04:00,2021-05-26 09:35:32-04:00,239.0798,39,2021-05-26
2021-05-26 09:36:10-04:00,2021-05-26 09:36:16-04:00,237.45,317,2021-05-26
2021-05-26 09:36:19-04:00,2021-05-26 09:36:19-04:00,237.0,60,2021-05-26
2021-05-26 09:37:42-04:00,2021-05-26 09:37:47-04:00,237.0,186,2021-05-26
2021-05-26 09:41:31-04:00,2021-05-26 09:41:35-04:00,236.92,135,2021-05-26
2021-05-26 09:44:47-04:00,2021-05-26 09:44:48-04:00,236.9299,69,2021-05-26
2021-05-26 10:05:07-04:00,2021-05-26 10:05:22-04:00,237.7699,589,2021-05-26
2021-05-26 10:21:34-04:00,2021-05-26 10:21:42-04:00,237.97,229,2021-05-26
2021-05-26 10:21:50-04:00,2021-05-26 10:22:09-04:00,237.5299,280,2021-05-26
2021-05-26 10:22:12-04:00,2021-05-26 10:22:20-04:00,237.7199,167,2021-05-26
2021-05-26 10:24:06-04:00,2021-05-26 10:29:59-04:00,243.0,7566,2021-05-26
2021-05-27 08:11:21-04:00,2021-05-27 08:11:21-04:00,242.56,1,2021-05-27
2021-05-27 09:59:02-04:00,2021-05-27 09:59:02-04:00,241.14,19,2021-05-27
2021-05-27 09:59:06-04:00,2021-05-27 09:59:53-04:00,242.22,650,2021-05-27
2021-05-27 10:00:02-04:00,2021-05-27 10:00:37-04:00,242.4,440,2021-05-27
2021-05-27 10:00:40-04:00,2021-05-27 10:00:40-04:00,241.23,14,2021-05-27
2021-05-27 10:00:47-04:00,2021-05-27 10:00:49-04:00,241.23,40,2021-05-27
2021-05-27 10:01:38-04:00,2021-05-27 10:01:40-04:00,241.17,29,2021-05-27
2021-05-27 10:01:42-04:00,2021-05-27 10:01:43-04:00,241.16,33,2021-05-27
2021-05-27 10:01:59-04:00,2021-05-27 10:02:29-04:00,242.47,365,2021-05-27
2021-05-27 10:04:46-04:00,2021-05-27 10:29:59-04:00,250.629,19895,2021-05-27
2021-05-28 08:00:00-04:00,2021-05-28 08:00:03-04:00,263.0,525,2021-05-28
2021-05-28 09:09:32-04:00,2021-05-28 09:09:33-04:00,261.38,6,2021-05-28
2021-05-28 09:09:38-04:00,2021-05-28 09:09:42-04:00,261.38,8,2021-05-28
2021-05-28 09:09:45-04:00,2021-05-28 09:09:45-04:00,261.5,2,2021-05-28
2021-05-28 09:09:47-04:00,2021-05-28 09:09:49-04:00,261.5,6,2021-05-28
2021-05-28 09:09:54-04:00,2021-05-28 09:09:54-04:00,261.32,3,2021-05-28
2021-05-28 09:09:57-04:00,2021-05-28 09:09:59-04:00,261.32,7,2021-05-28
2021-05-28 09:10:39-04:00,2021-05-28 09:10:39-04:00,261.32,3,2021-05-28
2021-05-28 09:10:44-04:00,2021-05-28 09:10:45-04:00,261.5,3,2021-05-28
2021-05-28 09:10:47-04:00,2021-05-28 09:10:55-04:00,261.7,21,2021-05-28
