tweet_time,burst_id,cluster_label,lag_days,duration_sec,burst_max
2025-01-02 01:00:00+00:00,2024-12-09_2024-12-09 08:00:01-05:00,C5,23.499988425925928,0.0,33.0788
2025-01-23 01:00:36+00:00,2024-12-09_2024-12-09 08:00:01-05:00,C5,44.500405092592594,0.0,33.0788
